site,record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
tradekey,tradekey:D49.1,D49,D41-D50 Fulfillment,claims,Where can post-payment issues be raised?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Claims,claims.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D50.1,D50,D41-D50 Fulfillment,dispute_resolution,Is dispute resolution native or external?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Dispute Resolution,dispute_resolution.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D51.1,D51,D51-D60 Trust,supplier_verification,How is supplier/certificate verification evidenced?,observed,TradeKey publishes supplier verification or premium trust programs; scope is platform-specific and not generalized.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",high,buyer/seller/platform as applicable,dimension-specific intent,TradeKey publishes supplier verification or premium trust programs; scope is platform-specific and not generalized.,https://www.tradekey.com/,Supplier Verification,supplier_verification.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D52.1,D52,D51-D60 Trust,buyer_verification,What buyer KYB/verification badge exists?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Buyer Verification,buyer_verification.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D53.1,D53,D51-D60 Trust,badges_certifications,Where are trust marks shown?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Badges Certifications,badges_certifications.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D54.1,D54,D51-D60 Trust,ratings_reviews,Are buyer ratings/reviews visible?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Ratings Reviews,ratings_reviews.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D55.1,D55,D51-D60 Trust,fraud_reporting,Is a dedicated fraud/report action visible?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Fraud Reporting,fraud_reporting.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D56.1,D56,D51-D60 Trust,moderation,Are prohibited conduct and enforcement rights documented?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Moderation,moderation.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D57.1,D57,D51-D60 Trust,customer_support,Is support accessible?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Customer Support,customer_support.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D58.1,D58,D51-D60 Trust,support_sla,Are response/resolution SLAs published?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Support Sla,support_sla.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D59.1,D59,D51-D60 Trust,trust_education,Does platform educate buyers about verification?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Trust Education,trust_education.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D60.1,D60,D51-D60 Trust,enforcement_account_controls,Are account/content controls documented?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Enforcement Account Controls,enforcement_account_controls.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D61.1,D61,D61-D68 Technical,language_localization,Which language/localization capabilities are visible?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Language Localization,language_localization.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D62.1,D62,D61-D68 Technical,currency,Which currencies are displayed?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Currency,currency.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D63.1,D63,D61-D68 Technical,country_region,How is region represented?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Country Region,country_region.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D64.1,D64,D61-D68 Technical,seo_metadata,Are basic SEO signals visible?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Seo Metadata,seo_metadata.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D65.1,D65,D61-D68 Technical,url_patterns,Are page-type URL patterns stable and descriptive?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Url Patterns,url_patterns.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D66.1,D66,D61-D68 Technical,mobile_responsive,Is mobile behavior validated?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Mobile Responsive,mobile_responsive.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D67.1,D67,D61-D68 Technical,accessibility,Are WCAG/keyboard/screen-reader outcomes validated?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Accessibility,accessibility.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D68.1,D68,D61-D68 Technical,performance,Are load/performance metrics measured?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Performance,performance.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D69.1,D69,D69-D73 Commercial/policy,revenue_model,What monetization is publicly evidenced?,observed,"TradeKey uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,"TradeKey uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://www.tradekey.com/,Revenue Model,revenue_model.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D70.1,D70,D69-D73 Commercial/policy,advertising_promoted_listings,Are paid exposure products evidenced?,observed,"TradeKey uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,"TradeKey uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://www.tradekey.com/,Advertising Promoted Listings,advertising_promoted_listings.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D71.1,D71,D69-D73 Commercial/policy,promotions_merchandising,Are promotions/editorial merchandising visible?,observed,"TradeKey uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,"TradeKey uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://www.tradekey.com/,Promotions Merchandising,promotions_merchandising.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D72.1,D72,D69-D73 Commercial/policy,api_integrations,Are APIs or integrations evidenced?,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,No sufficient public guest evidence was found for this TradeKey dimension.,https://www.tradekey.com/,Api Integrations,api_integrations.evaluated,public -> observed-not-found,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",Inspect current official TradeKey help/policy or authorized account flow without real transaction.,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
tradekey,tradekey:D73.1,D73,D69-D73 Commercial/policy,data_content_policies,Which data/content policies apply?,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.tradekey.com/,Data Content Policies,data_content_policies.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to TradeKey evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D00.1,D00,D00 Positioning,positioning_audience_geography,"What is the platform position, audience, geography, category breadth and proposition?",observed,EC21 publicly presents a B2B marketplace connecting buyers/importers with suppliers/exporters.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",high,buyer/seller/platform as applicable,dimension-specific intent,EC21 publicly presents a B2B marketplace connecting buyers/importers with suppliers/exporters.,https://www.ec21.com/,Positioning Audience Geography,positioning_audience_geography.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",members claimed,2.5 million+,members,not applicable,homepage snapshot,global,audience claim,publisher-stated,EC21,Homepage,dynamic
ec21,ec21:D01.1,D01,D01-D10 Discovery,home_page,What does the guest homepage expose?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Home Page,home_page.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D02.1,D02,D01-D10 Discovery,global_navigation,Are core destinations visible?,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://www.ec21.com/,Global Navigation,global_navigation.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D03.1,D03,D01-D10 Discovery,search_entry,What search scopes and input constraints are visible?,observed,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,Search Entry,search_entry.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D04.1,D04,D01-D10 Discovery,search_results,What result layout and count appear for a reproducible query?,observed,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,Search Results,search_results.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D05.1,D05,D01-D10 Discovery,category_taxonomy,Is a category hierarchy visible?,observed,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,Category Taxonomy,category_taxonomy.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",products claimed,7 million+,products,not applicable,homepage snapshot,global,catalog claim,publisher-stated,EC21,Homepage,dynamic
ec21,ec21:D06.1,D06,D01-D10 Discovery,filters,Are filters evidenced?,observed,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,Filters,filters.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
ec21,ec21:D07.1,D07,D01-D10 Discovery,sorting,Which sort controls and defaults exist?,observed,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, RFQ, message, order or payment",medium,buyer/seller/platform as applicable,dimension-specific intent,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://www.ec21.com/,Sorting,sorting.evaluated,public -> recorded,Authenticated and transaction edge cases not executed,No real document generated,No personal data submitted,Do not generalize evidence across the three sites or infer transaction protection,PM/UX/ENG/SUP/BUY plus specialist,Inference limited to EC21 evidence only,,,"Preserve site identity, confidence, state, regional scope and unknowns",,,,,,,,,,,
