record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
D30.1,D30,D21-D30 Supplier tools,messaging,Is messaging/file exchange evidenced?,observed,Inquiry and TradeMessenger are documented; messages/quotations live in Virtual Office.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Inquiry and TradeMessenger are documented; messages/quotations live in Virtual Office.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,Messaging,messaging.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D31.1,D31,D31-D40 Transaction,quotation,Is quotation workflow evidenced?,observed,RFQ/quotation flow documented; quotation UI auth-only.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,RFQ/quotation flow documented; quotation UI auth-only.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,Quotation,quotation.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D32.1,D32,D31-D40 Transaction,sample_workflow,Is a platform-managed sample workflow visible?,observed,Request Sample and sample price are displayed.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Request Sample and sample price are displayed.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Sample Workflow,sample_workflow.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D33.1,D33,D31-D40 Transaction,negotiation,Is negotiation supported?,observed,Inquiry/chat and quotation management support negotiation.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Inquiry/chat and quotation management support negotiation.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,Negotiation,negotiation.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D34.1,D34,D31-D40 Transaction,order_creation,Is an order flow documented?,observed,Secured Trading flow begins Start Order Request and supplier quote.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Secured Trading flow begins Start Order Request and supplier quote.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,Order Creation,order_creation.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D35.1,D35,D31-D40 Transaction,po_pi_documents,Are platform-generated PO or pro-forma invoice documents evidenced?,observed,STS order/quotation functions as online transaction record; PO/PI artifact not directly observed.,https://trading.made-in-china.com/buyerfaq,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,STS order/quotation functions as online transaction record; PO/PI artifact not directly observed.,https://trading.made-in-china.com/buyerfaq,Po Pi Documents,po_pi_documents.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D36.1,D36,D31-D40 Transaction,checkout,What checkout steps are documented?,observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,Checkout,checkout.evaluated,guest/public -> observed-not-found,checkout not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,checkout not executed,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D37.1,D37,D31-D40 Transaction,payment_methods,Which payment methods are stated?,observed,"STS documents card, PayPal, Apple/Google Pay, T/T and local methods with fees/limits.",https://trading.made-in-china.com/buyerfaq,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"STS documents card, PayPal, Apple/Google Pay, T/T and local methods with fees/limits.",https://trading.made-in-china.com/buyerfaq,Payment Methods,payment_methods.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",card/PayPal fee,2.99,percent,USD,online payment,STS buyer,payment fee,direct,Made-in-China.com,Buyer FAQ,dynamic
D38.1,D38,D31-D40 Transaction,escrow_buyer_protection,Is escrow or platform-held funds evidenced?,observed,PDP explicitly calls STS escrow: funds held by Made-in-China.com until delivery/quality terms and buyer confirmation.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,PDP explicitly calls STS escrow: funds held by Made-in-China.com until delivery/quality terms and buyer confirmation.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Escrow Buyer Protection,escrow_buyer_protection.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D39.1,D39,D31-D40 Transaction,notifications,Are notification surfaces visible?,observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,Notifications,notifications.evaluated,guest/public -> observed-not-found,notifications not observed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,notifications not observed,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D40.1,D40,D31-D40 Transaction,order_status,Which order states are documented?,observed,"Buyer FAQ lists Awaiting Quotation, To be confirmed, Payment Unsettled, Unshipped, In Transit, Completed, Refund and Closed states.",https://trading.made-in-china.com/buyerfaq,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Buyer FAQ lists Awaiting Quotation, To be confirmed, Payment Unsettled, Unshipped, In Transit, Completed, Refund and Closed states.",https://trading.made-in-china.com/buyerfaq,Order Status,order_status.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",documented STS statuses,10,statuses,not applicable,buyer FAQ,STS,order-state taxonomy,direct count,Made-in-China.com,Buyer FAQ,dynamic
D41.1,D41,D41-D50 Fulfillment,shipping_quote,How is shipping price handled?,observed,Shipping cost requires supplier contact; platform logistics is advertised for protected orders.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Shipping cost requires supplier contact; platform logistics is advertised for protected orders.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Shipping Quote,shipping_quote.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D42.1,D42,D41-D50 Fulfillment,carrier_freight,Are logistics integrations/settings evidenced?,observed,Platform Logistics and shipment tracking are described; execution not performed.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Platform Logistics and shipment tracking are described; execution not performed.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Carrier Freight,carrier_freight.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D43.1,D43,D41-D50 Fulfillment,incoterms,Are Incoterms structured in product/order UI?,observed,Supplier/product pages can expose Incoterms; sampled product did not show structured Incoterm.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Supplier/product pages can expose Incoterms; sampled product did not show structured Incoterm.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Incoterms,incoterms.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D44.1,D44,D41-D50 Fulfillment,trade_documents,"Are invoice, packing list, COO or bill-of-lading workflows shown?",observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,Trade Documents,trade_documents.evaluated,guest/public -> observed-not-found,trade document generation not observed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,trade document generation not observed,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D45.1,D45,D41-D50 Fulfillment,shipment_tracking,Is platform shipment tracking evidenced?,observed,My Orders tracking is documented after Pay Now.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,My Orders tracking is documented after Pay Now.,https://activity.made-in-china.com/show/xQrasYIbFmVA/sxutRkLPIEVl/Help_How_to_Source_Products,Shipment Tracking,shipment_tracking.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D46.1,D46,D41-D50 Fulfillment,inspection,Is transactional inspection ordering evidenced?,observed,Optional pre-shipment inspection for quality and quantity is advertised.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Optional pre-shipment inspection for quality and quantity is advertised.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Inspection,inspection.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D47.1,D47,D41-D50 Fulfillment,delivery_confirmation,Is buyer delivery acceptance evidenced?,observed,Completed occurs after buyer confirms receipt and payment is usually released.,https://trading.made-in-china.com/buyerfaq,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Completed occurs after buyer confirms receipt and payment is usually released.,https://trading.made-in-china.com/buyerfaq,Delivery Confirmation,delivery_confirmation.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D48.1,D48,D41-D50 Fulfillment,returns_refunds,Are return/refund terms captured?,observed,After-sales advertises refunds/returns when applicable; exact return workflow not executed.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,After-sales advertises refunds/returns when applicable; exact return workflow not executed.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Returns Refunds,returns_refunds.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D49.1,D49,D41-D50 Fulfillment,claims,Where can post-payment issues be raised?,observed,STS offers 30-day refund application after receipt for delivery/product issues.,https://trading.made-in-china.com/buyerfaq,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,STS offers 30-day refund application after receipt for delivery/product issues.,https://trading.made-in-china.com/buyerfaq,Claims,claims.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",refund window,30,days after receipt,not applicable,STS eligible order,STS,refund policy,publisher-stated,Made-in-China.com,Buyer FAQ,dynamic
D50.1,D50,D41-D50 Fulfillment,dispute_resolution,Is dispute resolution native or external?,observed,Platform-assisted dispute handling is advertised; Buyer FAQ contains refund/chargeback states.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Platform-assisted dispute handling is advertised; Buyer FAQ contains refund/chargeback states.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Dispute Resolution,dispute_resolution.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D51.1,D51,D51-D60 Trust,supplier_verification,How is supplier/certificate verification evidenced?,observed,Audited Supplier uses SGS/BV/TÜV/CTI and free online audit reports.,https://www.made-in-china.com/audited-suppliers/for-buyers/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Audited Supplier uses SGS/BV/TÜV/CTI and free online audit reports.,https://www.made-in-china.com/audited-suppliers/for-buyers/,Supplier Verification,supplier_verification.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",audit capability areas,8,areas,not applicable,audit service,China suppliers,audit taxonomy,direct count,Made-in-China.com,Audited Suppliers,updated service 2023
D52.1,D52,D51-D60 Trust,buyer_verification,What buyer KYB/verification badge exists?,observed,"Buyer data/KYC-like fields are collected, but buyer verification badge was not observed.",https://www.made-in-china.com/help/policy/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Buyer data/KYC-like fields are collected, but buyer verification badge was not observed.",https://www.made-in-china.com/help/policy/,Buyer Verification,buyer_verification.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D53.1,D53,D51-D60 Trust,badges_certifications,Where are trust marks shown?,observed,"Gold Member, Audited Supplier, verified license/export/strength labels are visible.",https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,"Gold Member, Audited Supplier, verified license/export/strength labels are visible.",https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Badges Certifications,badges_certifications.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D54.1,D54,D51-D60 Trust,ratings_reviews,Are buyer ratings/reviews visible?,observed,Sample supplier rating is visible; detailed review workflow not sampled.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Sample supplier rating is visible; detailed review workflow not sampled.,https://wewinchina.en.made-in-china.com/product/JFpnNejMhtcm/China-360W-5000-Rpm-High-Power-High-Speed-Electric-DC-Brush-Motor-with-Hall-Encoder.html,Ratings Reviews,ratings_reviews.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D55.1,D55,D51-D60 Trust,fraud_reporting,Is a dedicated fraud/report action visible?,observed-not-found,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,No sufficient guest/public evidence found for this dimension.,https://www.made-in-china.com/help/terms/,Fraud Reporting,fraud_reporting.evaluated,guest/public -> observed-not-found,fraud report control not sampled,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,fraud report control not sampled,Use authorized manual/authenticated testing or current official help without submitting real transaction data.,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D56.1,D56,D51-D60 Trust,moderation,Are prohibited conduct and enforcement rights documented?,observed,Terms prohibit false identities and unauthorized collection; platform rules govern content.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Terms prohibit false identities and unauthorized collection; platform rules govern content.,https://www.made-in-china.com/help/terms/,Moderation,moderation.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
D57.1,D57,D51-D60 Trust,customer_support,Is support accessible?,observed,Buyer terms provide contact channels and normally 7-working-day reply statement.,https://www.made-in-china.com/help/terms/,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,guest buyer / supplier / platform as applicable,Dimension-specific user intent or prerequisite,Buyer terms provide contact channels and normally 7-working-day reply statement.,https://www.made-in-china.com/help/terms/,Customer Support,customer_support.evaluated,guest/public -> recorded,Authenticated/transaction/region edge cases not executed,No real document submitted; public policy/order/audit artifacts only,No personal data submitted; policy fields noted where relevant,Sample/publisher claims require scope and region validation,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve provenance, state, exception, personal-data risk and handoff",,,,,,,,,,,
