record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date,validation_status,validation_errors,template_version
D27.1,D27,D21-D30 Supplier tools,capacity_lead_time,Are capacity and lead time visible?,observed,Sample PDP shows 10–20 day lead time; production capacity was not independently observed.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Sample PDP shows 10–20 day lead time; production capacity was not independently observed.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Capacity Lead Time,capacity_lead_time.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",sample PDP lead-time lower bound,10,days,not applicable,listing range 10-20 days,supplier China,sample listing,direct transcription,Pinghu Sinotex Yijia via Global Sources,Car Polisher PDP,dynamic,pass,,RND-D00-D73-v1.1
D28.1,D28,D21-D30 Supplier tools,rfq_creation,Can a buyer submit an RFQ?,observed,Homepage links RFQ; official content says buyers can submit requirements for supplier quotations.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Homepage links RFQ; official content says buyers can submit requirements for supplier quotations.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,Rfq Creation,rfq_creation.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D29.1,D29,D21-D30 Supplier tools,rfq_response,Can suppliers view/respond to RFQs?,observed,Official guides describe suppliers receiving/responding to RFQ in Message Center; no response submitted.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Official guides describe suppliers receiving/responding to RFQ in Message Center; no response submitted.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,Rfq Response,rfq_response.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D30.1,D30,D21-D30 Supplier tools,messaging,Is messaging/file exchange evidenced?,observed,PDP inquiry form and supplier Chat/Inquire CTAs are visible; message not sent.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,PDP inquiry form and supplier Chat/Inquire CTAs are visible; message not sent.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Messaging,messaging.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",inquiry message character limit,1500,characters,not applicable,sample PDP form,global public page,inquiry form,direct transcription,Global Sources,Car Polisher PDP,dynamic,pass,,RND-D00-D73-v1.1
D31.1,D31,D31-D40 Transaction,quotation,Is quotation workflow evidenced?,observed,RFQ and inquiry paths support supplier quotation; quote version/state UI was auth-gated.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,RFQ and inquiry paths support supplier quotation; quote version/state UI was auth-gated.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,Quotation,quotation.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D32.1,D32,D31-D40 Transaction,sample_workflow,Is a platform-managed sample workflow visible?,observed,Supplier PDP text states samples available and sample time; no structured sample order was executed.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Supplier PDP text states samples available and sample time; no structured sample order was executed.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Sample Workflow,sample_workflow.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D33.1,D33,D31-D40 Transaction,negotiation,Is negotiation supported?,observed,Official sourcing guide recommends contacting suppliers and RFQ to compare pricing/non-price terms.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Official sourcing guide recommends contacting suppliers and RFQ to compare pricing/non-price terms.,https://www.globalsources.com/knowledge/how-to-safely-source-and-sell-products-on-globalsourcescom/,Negotiation,negotiation.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D34.1,D34,D31-D40 Transaction,order_creation,Is an order flow documented?,observed,Ready to Order handbook documents order quantity/address submission and supplier final quotation.,https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Ready to Order handbook documents order quantity/address submission and supplier final quotation.,https://www.globalsources.com/handbook,Order Creation,order_creation.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D35.1,D35,D31-D40 Transaction,po_pi_documents,Are platform-generated PO or pro-forma invoice documents evidenced?,observed-not-found,Platform-generated PO/PI documents were not identified in scoped public sources.,https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Platform-generated PO/PI documents were not identified in scoped public sources.,https://www.globalsources.com/handbook,Po Pi Documents,po_pi_documents.evaluated,guest/public -> observed-not-found,Handbook names order/quotation but not PO/PI artifacts.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,Handbook names order/quotation but not PO/PI artifacts.,Inspect Buyer Center documents with authorization.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D36.1,D36,D31-D40 Transaction,checkout,What checkout steps are documented?,observed,"Ready to Order handbook documents quantity, shipping address, supplier quotation and PayPal payment; execution not performed.",https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,"Ready to Order handbook documents quantity, shipping address, supplier quotation and PayPal payment; execution not performed.",https://www.globalsources.com/handbook,Checkout,checkout.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D37.1,D37,D31-D40 Transaction,payment_methods,Which payment methods are stated?,observed,"Help Center recommends PayPal for Sample/Direct orders below USD10,000; PDP sample also states T/T.",https://www.globalsources.com/helpCenter/article/3424/10004/10025,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,"Help Center recommends PayPal for Sample/Direct orders below USD10,000; PDP sample also states T/T.",https://www.globalsources.com/helpCenter/article/3424/10004/10025,Payment Methods,payment_methods.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",official-payment order threshold,10000,USD order value upper threshold,USD,Sample/Direct orders below threshold,buyer help,payment eligibility,direct transcription,Global Sources,Online Payment help,publication date not stated,pass,,RND-D00-D73-v1.1
D38.1,D38,D31-D40 Transaction,escrow_buyer_protection,Is escrow or platform-held funds evidenced?,observed-not-found,No neutral escrow hold/release state machine was observed; PayPal and Buyer Protection are named.,https://www.globalsources.com/helpCenter/article/3424/10004/10025,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,No neutral escrow hold/release state machine was observed; PayPal and Buyer Protection are named.,https://www.globalsources.com/helpCenter/article/3424/10004/10025,Escrow Buyer Protection,escrow_buyer_protection.evaluated,guest/public -> observed-not-found,Secure payment/dispute assistance does not establish escrow.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,Secure payment/dispute assistance does not establish escrow.,FIN/LEG review fund flow and provider terms.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D39.1,D39,D31-D40 Transaction,notifications,Are notification surfaces visible?,observed,"Handbook says users are notified when order is ready, in transit and delivered.",https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,"Handbook says users are notified when order is ready, in transit and delivered.",https://www.globalsources.com/handbook,Notifications,notifications.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D40.1,D40,D31-D40 Transaction,order_status,Which order states are documented?,observed,"Handbook documents order submitted, supplier quote, paid, ready, in transit, delivered and reviewed stages.",https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,"Handbook documents order submitted, supplier quote, paid, ready, in transit, delivered and reviewed stages.",https://www.globalsources.com/handbook,Order Status,order_status.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D41.1,D41,D41-D50 Fulfillment,shipping_quote,How is shipping price handled?,observed,PDP contains shipping notes and asks buyer to message address/postcode for freight.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,PDP contains shipping notes and asks buyer to message address/postcode for freight.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Shipping Quote,shipping_quote.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D42.1,D42,D41-D50 Fulfillment,carrier_freight,Are logistics integrations/settings evidenced?,observed,"PDP lists sea, air and express delivery examples and carriers; no platform logistics booking was executed.",https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,"PDP lists sea, air and express delivery examples and carriers; no platform logistics booking was executed.",https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Carrier Freight,carrier_freight.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D43.1,D43,D41-D50 Fulfillment,incoterms,Are Incoterms structured in product/order UI?,observed-not-found,No structured Incoterm selector was observed; PDP labels FOB port/price and supplier text.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,No structured Incoterm selector was observed; PDP labels FOB port/price and supplier text.,https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Incoterms,incoterms.evaluated,guest/public -> observed-not-found,FOB display is not proof of an Incoterm workflow.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,FOB display is not proof of an Incoterm workflow.,Inspect order/quotation form.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D44.1,D44,D41-D50 Fulfillment,trade_documents,"Are invoice, packing list, COO or bill-of-lading workflows shown?",observed,"PDP shows HTS code, packing and shipping fields; invoice/packing list/COO/BOL lifecycle not observed.",https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,"PDP shows HTS code, packing and shipping fields; invoice/packing list/COO/BOL lifecycle not observed.",https://www.globalsources.com/Car-buffer/Car-Polisher-1200186001p.htm,Trade Documents,trade_documents.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D45.1,D45,D41-D50 Fulfillment,shipment_tracking,Is platform shipment tracking evidenced?,observed,Ready to Order promises status visibility through warehouse receipt; authenticated tracking UI not opened.,https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Ready to Order promises status visibility through warehouse receipt; authenticated tracking UI not opened.,https://www.globalsources.com/handbook,Shipment Tracking,shipment_tracking.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D46.1,D46,D41-D50 Fulfillment,inspection,Is transactional inspection ordering evidenced?,observed-not-found,Order-linked inspection booking was not observed; verification/audit content concerns supplier legitimacy.,https://www.globalsources.com/knowledge/what-is-a-verified-supplier-on-globalsources-com/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Order-linked inspection booking was not observed; verification/audit content concerns supplier legitimacy.,https://www.globalsources.com/knowledge/what-is-a-verified-supplier-on-globalsources-com/,Inspection,inspection.evaluated,guest/public -> observed-not-found,Supplier verification differs from shipment inspection.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,Supplier verification differs from shipment inspection.,Inspect import/export services and authenticated order options.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D47.1,D47,D41-D50 Fulfillment,delivery_confirmation,Is buyer delivery acceptance evidenced?,observed,Handbook includes delivered status before review; explicit buyer acceptance control not shown.,https://www.globalsources.com/handbook,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Handbook includes delivered status before review; explicit buyer acceptance control not shown.,https://www.globalsources.com/handbook,Delivery Confirmation,delivery_confirmation.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D48.1,D48,D41-D50 Fulfillment,returns_refunds,Are return/refund terms captured?,observed-not-found,Operational return workflow was not found.,https://www.globalsources.com/helpCenter/help,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Operational return workflow was not found.,https://www.globalsources.com/helpCenter/help,Returns Refunds,returns_refunds.evaluated,guest/public -> observed-not-found,Help topics viewed did not document return initiation.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,Help topics viewed did not document return initiation.,Inspect order-specific help under authorized account.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D49.1,D49,D41-D50 Fulfillment,claims,Where can post-payment issues be raised?,observed,Help Center exposes Buyer Protection for eligible Sample/Direct orders and dispute escalation routes.,https://www.globalsources.com/helpCenter/article/3424/10004/10025,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Help Center exposes Buyer Protection for eligible Sample/Direct orders and dispute escalation routes.,https://www.globalsources.com/helpCenter/article/3424/10004/10025,Claims,claims.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D50.1,D50,D41-D50 Fulfillment,dispute_resolution,Is dispute resolution native or external?,observed,Trade dispute help provides feedback Scam & Fraud and service email routes; adjudication states/SLA not documented.,https://www.globalsources.com/helpCenter/article/3380/10005/10028,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",high,seller/buyer member,Capability-specific intent/prerequisite in dimension question.,Trade dispute help provides feedback Scam & Fraud and service email routes; adjudication states/SLA not documented.,https://www.globalsources.com/helpCenter/article/3380/10005/10028,Dispute Resolution,dispute_resolution.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,SUP/BUY/FIN/TRADE/LOG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
D51.1,D51,D51-D60 Trust,supplier_verification,How is supplier/certificate verification evidenced?,observed,Verified Supplier guide describes document review and on-site audits; sample supplier shows Verified Supplier badge.,https://www.globalsources.com/knowledge/what-is-a-verified-supplier-on-globalsources-com/,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Verified Supplier guide describes document review and on-site audits; sample supplier shows Verified Supplier badge.,https://www.globalsources.com/knowledge/what-is-a-verified-supplier-on-globalsources-com/,Supplier Verification,supplier_verification.evaluated,guest/public -> capability recorded,"Authenticated, regional and transaction edge cases not executed.",No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,,,"Keep state, provenance, unknowns and handoff explicit in product requirements.",sample supplier tenure,9,years,not applicable,profile snapshot,supplier China,supplier profile,direct transcription,Pinghu Sinotex Yijia via Global Sources,Supplier profile,dynamic,pass,,RND-D00-D73-v1.1
D52.1,D52,D51-D60 Trust,buyer_verification,What buyer KYB/verification badge exists?,observed-not-found,Buyer verification badge/KYB outcome was not observed.,https://www.globalsources.com/helpCenter/help,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode,"guest; no account, inquiry, RFQ, order or payment submitted",medium,user/platform,Capability-specific intent/prerequisite in dimension question.,Buyer verification badge/KYB outcome was not observed.,https://www.globalsources.com/helpCenter/help,Buyer Verification,buyer_verification.evaluated,guest/public -> observed-not-found,Buyer registration/account verification evidence insufficient.,No real document submitted/generated; public policy/order/listing artifacts recorded where stated.,"No personal data submitted; public policies describe account, inquiry and behavioral data.",Publisher/supplier claims and sampled listings must not be generalized; account/region can alter behavior.,TNS/CS/LEG/ENG,Implication limited to cited evidence and access mode.,Buyer registration/account verification evidence insufficient.,Inspect buyer account policy/help.,"Keep state, provenance, unknowns and handoff explicit in product requirements.",,,,,,,,,,,,pass,,RND-D00-D73-v1.1
