record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
D33.1,D33,D31-D40 Transaction,negotiation,Is negotiation supported?,observed,Negotiation occurs between users; IndiaMART is not party to it.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Negotiation occurs between users; IndiaMART is not party to it.,https://www.indiamart.com/terms-of-use.html,Negotiation,negotiation.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D34.1,D34,D31-D40 Transaction,order_creation,Is an order flow documented?,observed,Terms frame IndiaMART as matchmaking rather than a general order-contract platform.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Terms frame IndiaMART as matchmaking rather than a general order-contract platform.,https://www.indiamart.com/terms-of-use.html,Order Creation,order_creation.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D35.1,D35,D31-D40 Transaction,po_pi_documents,Are platform-generated PO or pro-forma invoice documents evidenced?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Po Pi Documents,po_pi_documents.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D36.1,D36,D31-D40 Transaction,checkout,What checkout steps are documented?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Checkout,checkout.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D37.1,D37,D31-D40 Transaction,payment_methods,Which payment methods are stated?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Payment Methods,payment_methods.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D38.1,D38,D31-D40 Transaction,escrow_buyer_protection,Is escrow or platform-held funds evidenced?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Escrow Buyer Protection,escrow_buyer_protection.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D39.1,D39,D31-D40 Transaction,notifications,Are notification surfaces visible?,observed,"BuyLead alerts are sent through email, SMS and app notification.",https://help.indiamart.com/knowledge-base/buy-lead/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,"BuyLead alerts are sent through email, SMS and app notification.",https://help.indiamart.com/knowledge-base/buy-lead/,Notifications,notifications.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D40.1,D40,D31-D40 Transaction,order_status,Which order states are documented?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Order Status,order_status.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D41.1,D41,D41-D50 Fulfillment,shipping_quote,How is shipping price handled?,observed,Ship with IndiaMART is listed as a seller tool; execution not tested.,https://help.indiamart.com/knowledge-base/trustseal-pro/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Ship with IndiaMART is listed as a seller tool; execution not tested.,https://help.indiamart.com/knowledge-base/trustseal-pro/,Shipping Quote,shipping_quote.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D42.1,D42,D41-D50 Fulfillment,carrier_freight,Are logistics integrations/settings evidenced?,observed,Shipping service link exists; carrier/quote/tracking workflow not observed.,https://help.indiamart.com/knowledge-base/trustseal-pro/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Shipping service link exists; carrier/quote/tracking workflow not observed.,https://help.indiamart.com/knowledge-base/trustseal-pro/,Carrier Freight,carrier_freight.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D43.1,D43,D41-D50 Fulfillment,incoterms,Are Incoterms structured in product/order UI?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Incoterms,incoterms.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D44.1,D44,D41-D50 Fulfillment,trade_documents,"Are invoice, packing list, COO or bill-of-lading workflows shown?",observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Trade Documents,trade_documents.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D45.1,D45,D41-D50 Fulfillment,shipment_tracking,Is platform shipment tracking evidenced?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Shipment Tracking,shipment_tracking.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D46.1,D46,D41-D50 Fulfillment,inspection,Is transactional inspection ordering evidenced?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Inspection,inspection.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D47.1,D47,D41-D50 Fulfillment,delivery_confirmation,Is buyer delivery acceptance evidenced?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Delivery Confirmation,delivery_confirmation.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D48.1,D48,D41-D50 Fulfillment,returns_refunds,Are return/refund terms captured?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Returns Refunds,returns_refunds.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D49.1,D49,D41-D50 Fulfillment,claims,Where can post-payment issues be raised?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Claims,claims.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D50.1,D50,D41-D50 Fulfillment,dispute_resolution,Is dispute resolution native or external?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Dispute Resolution,dispute_resolution.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D51.1,D51,D51-D60 Trust,supplier_verification,How is supplier/certificate verification evidenced?,observed,"TrustSEAL stamp/certificate follows GST, bank, conflict and VKYC checks.",https://help.indiamart.com/knowledge-base/trustseal-pro/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,"TrustSEAL stamp/certificate follows GST, bank, conflict and VKYC checks.",https://help.indiamart.com/knowledge-base/trustseal-pro/,Supplier Verification,supplier_verification.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",TrustSEAL weekly leads,14,BuyLeads per week,not applicable,1-year plan entitlement,India,paid service,direct,IndiaMART,TrustSEAL Pro,updated 2026-06-17
D52.1,D52,D51-D60 Trust,buyer_verification,What buyer KYB/verification badge exists?,observed,Buyer contact verification can show green ticks for mobile/email in BuyLead profiles.,https://help.indiamart.com/knowledge-base/buy-lead/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Buyer contact verification can show green ticks for mobile/email in BuyLead profiles.,https://help.indiamart.com/knowledge-base/buy-lead/,Buyer Verification,buyer_verification.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",payment protection cap,500000,INR,INR,TrustSEAL Pro,India,buyer payment protection claim,publisher-stated,IndiaMART,TrustSEAL Pro,updated 2026-06-17
D53.1,D53,D51-D60 Trust,badges_certifications,Where are trust marks shown?,observed,TrustSEAL logo/stamp and higher listing visibility are paid trust/visibility cues.,https://help.indiamart.com/knowledge-base/trustseal-pro/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,TrustSEAL logo/stamp and higher listing visibility are paid trust/visibility cues.,https://help.indiamart.com/knowledge-base/trustseal-pro/,Badges Certifications,badges_certifications.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D54.1,D54,D51-D60 Trust,ratings_reviews,Are buyer ratings/reviews visible?,observed,Seller performance report is included; public buyer review evidence was not sampled.,https://help.indiamart.com/knowledge-base/trustseal-pro/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Seller performance report is included; public buyer review evidence was not sampled.,https://help.indiamart.com/knowledge-base/trustseal-pro/,Ratings Reviews,ratings_reviews.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D55.1,D55,D51-D60 Trust,fraud_reporting,Is a dedicated fraud/report action visible?,observed,Terms allow action against fraud/false information and provide complaint/grievance routes.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Terms allow action against fraud/false information and provide complaint/grievance routes.,https://www.indiamart.com/terms-of-use.html,Fraud Reporting,fraud_reporting.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D56.1,D56,D51-D60 Trust,moderation,Are prohibited conduct and enforcement rights documented?,observed,Terms permit content removal/account suspension for prohibited or misleading conduct.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Terms permit content removal/account suspension for prohibited or misleading conduct.,https://www.indiamart.com/terms-of-use.html,Moderation,moderation.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D57.1,D57,D51-D60 Trust,customer_support,Is support accessible?,observed,"Help provides WhatsApp, email, phone, feedback, complaints and customer care.",https://help.indiamart.com/knowledge-base/buy-lead/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,"Help provides WhatsApp, email, phone, feedback, complaints and customer care.",https://help.indiamart.com/knowledge-base/buy-lead/,Customer Support,customer_support.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D58.1,D58,D51-D60 Trust,support_sla,Are response/resolution SLAs published?,observed-not-found,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",medium,buyer/seller/platform as applicable,dimension-specific business intent,No sufficient public guest evidence found for this dimension.,https://www.indiamart.com/terms-of-use.html,Support Sla,support_sla.evaluated,public -> observed-not-found,Guest/auth/transaction or technical test was unavailable for this field.,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,Guest/auth/transaction or technical test was unavailable for this field.,Use authorized manual/authenticated testing or current official help.,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D59.1,D59,D51-D60 Trust,trust_education,Does platform educate buyers about verification?,observed,Help explains BuyLeads and security/sourcing processes.,https://help.indiamart.com/knowledge-base/buy-lead/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Help explains BuyLeads and security/sourcing processes.,https://help.indiamart.com/knowledge-base/buy-lead/,Trust Education,trust_education.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D60.1,D60,D51-D60 Trust,enforcement_account_controls,Are account/content controls documented?,observed,"Terms document termination, moderation, grievance and appeal framework.",https://www.indiamart.com/terms-of-use.html,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,"Terms document termination, moderation, grievance and appeal framework.",https://www.indiamart.com/terms-of-use.html,Enforcement Account Controls,enforcement_account_controls.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D61.1,D61,D61-D68 Technical,language_localization,Which language/localization capabilities are visible?,observed,Regional experience is India-centric; multilingual/vernacular capability is marketed but locale switch was not directly inventoried.,https://www.indiamart.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Regional experience is India-centric; multilingual/vernacular capability is marketed but locale switch was not directly inventoried.,https://www.indiamart.com/,Language Localization,language_localization.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D62.1,D62,D61-D68 Technical,currency,Which currencies are displayed?,observed,Sample prices use INR; no cross-border quote/settlement currency was observed.,https://www.indiamart.com/bestdeals-supplies/products-and-services.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,Sample prices use INR; no cross-border quote/settlement currency was observed.,https://www.indiamart.com/bestdeals-supplies/products-and-services.html,Currency,currency.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D63.1,D63,D61-D68 Technical,country_region,How is region represented?,observed,"Corporate positioning centers India MSMEs, enterprises and domestic buyer/supplier scale; exporter service is separate.",https://corporate.indiamart.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,"Corporate positioning centers India MSMEs, enterprises and domestic buyer/supplier scale; exporter service is separate.",https://corporate.indiamart.com/,Country Region,country_region.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
D64.1,D64,D61-D68 Technical,seo_metadata,Are basic SEO signals visible?,observed,"Public pages expose titles, category URLs and supplier catalogs.",https://www.indiamart.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; India-centric platform,"guest; no registration, requirement, lead consumption, order or payment",high,buyer/seller/platform as applicable,dimension-specific business intent,"Public pages expose titles, category URLs and supplier catalogs.",https://www.indiamart.com/,Seo Metadata,seo_metadata.evaluated,public -> recorded,Authenticated/regional edge cases not executed,No real document generated; public pages/policies only,No personal data submitted; privacy implications recorded,India-centric lead marketplace; do not infer cross-border transaction capability,PM/UX/ENG/SUP/BUY plus specialist owner,Limited to cited evidence,,,"Preserve regional scope, provenance, state, exceptions and data risk",,,,,,,,,,,
