record_id,dimension_id,group,field_name,question,evidence_state,observed_fact,evidence_url,evidence_type,observed_at,region,access_mode,confidence,actor,input,output,page_module,entity,event,state,error_exception,document,personal_data,risk,handoff,inference,gap_reason,next_method,product_implication,metric_name,metric_value,metric_unit,metric_currency,metric_period,metric_territory,metric_classification,metric_method,metric_publisher,source_title,source_publication_date
D24.1,D24,D21-D30 Supplier tools,product_creation,Is product creation evidenced?,observed,Seller page advertises product-listing improvement and catalog upload support; exact create/edit form was auth-gated.,https://seller.alibaba.com/us,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,Seller page advertises product-listing improvement and catalog upload support; exact create/edit form was auth-gated.,https://seller.alibaba.com/us,Product Creation,product_creation.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D25.1,D25,D21-D30 Supplier tools,product_specifications,Are structured specifications displayed?,observed,"Sample PDP shows structured attributes, packaging dimensions/weight, variants, MOQ, origin, payment term and descriptive fields.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,"Sample PDP shows structured attributes, packaging dimensions/weight, variants, MOQ, origin, payment term and descriptive fields.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Product Specifications,product_specifications.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D26.1,D26,D21-D30 Supplier tools,price_moq,Are price and MOQ visible?,observed,"Sample PDP displays a USD price range and MOQ, while detailed attributes contain a conflicting MOQ value; conflict is preserved.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,"Sample PDP displays a USD price range and MOQ, while detailed attributes contain a conflicting MOQ value; conflict is preserved.",https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Price Moq,price_moq.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D27.1,D27,D21-D30 Supplier tools,capacity_lead_time,Are capacity and lead time visible?,observed,Sample PDP shows a lead-time table; supplier capacity is not independently verified.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,Sample PDP shows a lead-time table; supplier capacity is not independently verified.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Capacity Lead Time,capacity_lead_time.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",sample PDP lead time,7,days,not applicable,quantity 1-2 pieces; snapshot,supplier China,sample product listing,direct transcription,"Fuqing Starlii Cooperation Co., Ltd. via Alibaba.com",STARLII Low MOQ mini beer mug,listing dynamic; access 2026-08-24
D28.1,D28,D21-D30 Supplier tools,rfq_creation,Can a buyer submit an RFQ?,observed,Buyer guide documents RFQ creation as specifying needs so sellers bid; form submission was not performed.,https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,Buyer guide documents RFQ creation as specifying needs so sellers bid; form submission was not performed.,https://buyer.alibaba.com/page/HowItWorks/Page.html,Rfq Creation,rfq_creation.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D29.1,D29,D21-D30 Supplier tools,rfq_response,Can suppliers view/respond to RFQs?,observed,Seller RFQ page describes buyers posting requirements and sellers responding; seller plans impose monthly RFQ quote credits.,https://seller.alibaba.com/rfq,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,Seller RFQ page describes buyers posting requirements and sellers responding; seller plans impose monthly RFQ quote credits.,https://seller.alibaba.com/rfq,Rfq Response,rfq_response.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D30.1,D30,D21-D30 Supplier tools,messaging,Is messaging/file exchange evidenced?,observed,"Buyer guide documents Contact Supplier, Message Center, app translation and video chat; no message was sent.",https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,seller/member; buyer where applicable,Capability-specific user intent or prerequisite described by the dimension question.,"Buyer guide documents Contact Supplier, Message Center, app translation and video chat; no message was sent.",https://buyer.alibaba.com/page/HowItWorks/Page.html,Messaging,messaging.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,SUP; PM; ENG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D31.1,D31,D31-D40 Transaction,quotation,Is quotation workflow evidenced?,observed,Official RFQ material defines seller quotes against buyer requirements; quote form and versioning were auth-gated.,https://seller.alibaba.com/rfq,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Official RFQ material defines seller quotes against buyer requirements; quote form and versioning were auth-gated.,https://seller.alibaba.com/rfq,Quotation,quotation.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D32.1,D32,D31-D40 Transaction,sample_workflow,Is a platform-managed sample workflow visible?,observed,Sample PDP exposes Get sample and a sample price; clicking/submitting was not performed.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Sample PDP exposes Get sample and a sample price; clicking/submitting was not performed.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Sample Workflow,sample_workflow.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D33.1,D33,D31-D40 Transaction,negotiation,Is negotiation supported?,observed,Buyer guide says buyers can customize orders and negotiate prices one-to-one through seller communication.,https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Buyer guide says buyers can customize orders and negotiate prices one-to-one through seller communication.,https://buyer.alibaba.com/page/HowItWorks/Page.html,Negotiation,negotiation.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D34.1,D34,D31-D40 Transaction,order_creation,Is an order flow documented?,observed,Sample PDP exposes Start order and Add to cart; order creation was not submitted.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Sample PDP exposes Start order and Add to cart; order creation was not submitted.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Order Creation,order_creation.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D35.1,D35,D31-D40 Transaction,po_pi_documents,Are platform-generated PO or pro-forma invoice documents evidenced?,observed,Buyer guide recommends detailed purchase orders; Trade Assurance guide identifies online order terms as protection basis.,https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Buyer guide recommends detailed purchase orders; Trade Assurance guide identifies online order terms as protection basis.,https://buyer.alibaba.com/page/HowItWorks/Page.html,Po Pi Documents,po_pi_documents.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D36.1,D36,D31-D40 Transaction,checkout,What checkout steps are documented?,observed-not-found,Checkout fields beyond PDP entry were not observed.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Checkout fields beyond PDP entry were not observed.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Checkout,checkout.evaluated,guest/public evidence -> observed-not-found,Checkout requires account/selection and possibly region/payment.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,Checkout requires account/selection and possibly region/payment.,Use an authorized sandbox/order fixture; do not submit payment.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D37.1,D37,D31-D40 Transaction,payment_methods,Which payment methods are stated?,observed,"Buyer guide lists card, online transfer, wire transfer, Western Union, Apple Pay, Google Pay and Boleto; availability is regional.",https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,"Buyer guide lists card, online transfer, wire transfer, Western Union, Apple Pay, Google Pay and Boleto; availability is regional.",https://buyer.alibaba.com/page/HowItWorks/Page.html,Payment Methods,payment_methods.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D38.1,D38,D31-D40 Transaction,escrow_buyer_protection,Is escrow or platform-held funds evidenced?,observed,Trade Assurance is order protection for online orders paid through Alibaba.com; no classic neutral escrow hold/release was observed.,https://buyer.alibaba.com/page/tradeassurance/buyer/story.html,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Trade Assurance is order protection for online orders paid through Alibaba.com; no classic neutral escrow hold/release was observed.,https://buyer.alibaba.com/page/tradeassurance/buyer/story.html,Escrow Buyer Protection,escrow_buyer_protection.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D39.1,D39,D31-D40 Transaction,notifications,Are notification surfaces visible?,observed-not-found,Notification settings/channels were not observed in guest mode.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,official-policy,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Notification settings/channels were not observed in guest mode.,https://rulechannel.alibaba.com/icbu?type=detail&ruleId=2041&cId=1307#/rule/detail?ruleId=2041&cId=1307,Notifications,notifications.evaluated,guest/public evidence -> observed-not-found,My Alibaba is authenticated.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,My Alibaba is authenticated.,Inspect authenticated notification center with a test account.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D40.1,D40,D31-D40 Transaction,order_status,Which order states are documented?,observed,"Official guides reference order progression through payment, supplier shipment, tracking, delivery confirmation, completion and refund/dispute states; exact current state enum was not exported.",https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=740804f84ea34811b7eb572838430920sgvpc278077001&categoryId=1000088736&questionId2=20155192&pageId=128&category=1000088736&knowledge=20155192&language=en,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,"Official guides reference order progression through payment, supplier shipment, tracking, delivery confirmation, completion and refund/dispute states; exact current state enum was not exported.",https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=740804f84ea34811b7eb572838430920sgvpc278077001&categoryId=1000088736&questionId2=20155192&pageId=128&category=1000088736&knowledge=20155192&language=en,Order Status,order_status.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D41.1,D41,D41-D50 Fulfillment,shipping_quote,How is shipping price handled?,observed,Sample PDP shows shipping fee and guaranteed delivery window; buyer guide describes logistics/shipping after payment.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Sample PDP shows shipping fee and guaranteed delivery window; buyer guide describes logistics/shipping after payment.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Shipping Quote,shipping_quote.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D42.1,D42,D41-D50 Fulfillment,carrier_freight,Are logistics integrations/settings evidenced?,observed,"Alibaba Logistics page documents origin/destination/dimensions, quote comparison and provider chat/booking, while also announcing marketplace discontinuation from 2025-10-15 and a new model.",https://ship.alibaba.com/,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,"Alibaba Logistics page documents origin/destination/dimensions, quote comparison and provider chat/booking, while also announcing marketplace discontinuation from 2025-10-15 and a new model.",https://ship.alibaba.com/,Carrier Freight,carrier_freight.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D43.1,D43,D41-D50 Fulfillment,incoterms,Are Incoterms structured in product/order UI?,observed-not-found,No structured Incoterm field was observed on the sample PDP or guest order entry.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,No structured Incoterm field was observed on the sample PDP or guest order entry.,https://www.alibaba.com/product-detail/STARLII-Low-Moq-Small-Mini-Beer_1601254764933.html,Incoterms,incoterms.evaluated,guest/public evidence -> observed-not-found,Incoterms may appear during negotiation/order contract.,Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,Incoterms may appear during negotiation/order contract.,Inspect authorized order/quotation UI and contract fields.,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D44.1,D44,D41-D50 Fulfillment,trade_documents,"Are invoice, packing list, COO or bill-of-lading workflows shown?",observed,Buyer guide recommends PO and confirming shipping documents; exact generated invoice/packing-list/COO/BOL modules were not observed.,https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Buyer guide recommends PO and confirming shipping documents; exact generated invoice/packing-list/COO/BOL modules were not observed.,https://buyer.alibaba.com/page/HowItWorks/Page.html,Trade Documents,trade_documents.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D45.1,D45,D41-D50 Fulfillment,shipment_tracking,Is platform shipment tracking evidenced?,observed,Official order guide instructs tracking via My Alibaba > Orders; guest tracking UI was auth-gated.,https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=740804f84ea34811b7eb572838430920sgvpc278077001&categoryId=1000088736&questionId2=20155192&pageId=128&category=1000088736&knowledge=20155192&language=en,official-guidance,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",medium,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Official order guide instructs tracking via My Alibaba > Orders; guest tracking UI was auth-gated.,https://helpcenter.alibaba.com/s/buyer/knowledge?questionId=740804f84ea34811b7eb572838430920sgvpc278077001&categoryId=1000088736&questionId2=20155192&pageId=128&category=1000088736&knowledge=20155192&language=en,Shipment Tracking,shipment_tracking.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
D46.1,D46,D41-D50 Fulfillment,inspection,Is transactional inspection ordering evidenced?,observed,Buyer guide names production monitoring and inspection services and sample checks; no inspection booking was executed.,https://buyer.alibaba.com/page/HowItWorks/Page.html,direct-public-page,2026-08-24,Amsterdam/NL sandbox; guest mode; delivery context observed as US on homepage/PDP,"guest; no account, message, RFQ, order or payment submitted",high,buyer; seller; platform/partner,Capability-specific user intent or prerequisite described by the dimension question.,Buyer guide names production monitoring and inspection services and sample checks; no inspection booking was executed.,https://buyer.alibaba.com/page/HowItWorks/Page.html,Inspection,inspection.evaluated,guest/public evidence -> capability recorded,"Authenticated, regional, transactional and edge-case behavior not exercised unless explicitly stated.",Observed document/policy/order artifact where stated; otherwise no document submitted or generated.,No personal data submitted; public pages may display supplier/user content and policies describe account/transaction data.,Do not generalize a sampled listing or publisher claim beyond its stated scope; region and account state may change behavior.,FIN; TRADE; LOG; LEG,Capability implication is limited to the cited public evidence and access mode.,,,"Preserve this capability as a stateful, evidence-linked record; keep unknown/auth-only behavior explicit.",,,,,,,,,,,
