site,site_name,capability,dimension_id,evidence_state,observed_fact,source_report_url,source_data_url,source_evidence_url,accessed_at,confidence,limitations,evidence_coverage_flag,score_interpretation
indiamart,IndiaMART,protection,D38,observed-not-found,No sufficient public guest evidence found for this dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/terms-of-use.html,2026-08-24,medium,Guest/auth/transaction or technical test was unavailable for this field.,0,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,logistics,D42,observed,Shipping service link exists; carrier/quote/tracking workflow not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://help.indiamart.com/knowledge-base/trustseal-pro/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,inspection,D46,observed-not-found,No sufficient public guest evidence found for this dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/terms-of-use.html,2026-08-24,medium,Guest/auth/transaction or technical test was unavailable for this field.,0,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,dispute,D50,observed-not-found,No sufficient public guest evidence found for this dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/terms-of-use.html,2026-08-24,medium,Guest/auth/transaction or technical test was unavailable for this field.,0,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,localization,D61,observed,Regional experience is India-centric; multilingual/vernacular capability is marketed but locale switch was not directly inventoried.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://www.indiamart.com/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
indiamart,IndiaMART,monetization,D69,observed,TrustSEAL Pro publishes 1/2/3-year INR plans and lead entitlements.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-006/dimensions.csv,https://help.indiamart.com/knowledge-base/trustseal-pro/,2026-08-24,high,Authenticated/regional edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,positioning,D00,observed,TradeKey publicly presents a B2B marketplace connecting buyers/importers with suppliers/exporters.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,discovery,D03,observed,TradeKey public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,rfq,D28,observed,TradeKey exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://importer.tradekey.com/party-supplies-importer.html,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,verification,D51,observed,TradeKey publishes supplier verification or premium trust programs; scope is platform-specific and not generalized.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,storefront,D22,observed,TradeKey documents supplier membership/profile/catalog or lead tools on public pages; dashboard execution was not accessed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,messaging,D30,observed,TradeKey exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://importer.tradekey.com/party-supplies-importer.html,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,sample,D32,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,online-order,D34,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,payment,D37,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,protection,D38,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,logistics,D42,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,inspection,D46,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,dispute,D50,observed-not-found,No sufficient public guest evidence was found for this TradeKey dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,localization,D61,observed,Public TradeKey evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
tradekey,TradeKey,monetization,D69,observed,"TradeKey uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.tradekey.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,positioning,D00,observed,EC21 publicly presents a B2B marketplace connecting buyers/importers with suppliers/exporters.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,discovery,D03,observed,EC21 public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,rfq,D28,observed,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://importer.ec21.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,verification,D51,observed,EC21 publishes supplier verification or premium trust programs; scope is platform-specific and not generalized.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,storefront,D22,observed,EC21 documents supplier membership/profile/catalog or lead tools on public pages; dashboard execution was not accessed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,messaging,D30,observed,EC21 exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://importer.ec21.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,sample,D32,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,online-order,D34,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,payment,D37,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,protection,D38,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,logistics,D42,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,inspection,D46,observed-not-found,No sufficient public guest evidence was found for this EC21 dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,dispute,D50,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,localization,D61,observed,Public EC21 evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
ec21,EC21,monetization,D69,observed,"EC21 uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.ec21.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,positioning,D00,observed,ExportHub publicly presents a B2B marketplace connecting buyers/importers with suppliers/exporters.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,discovery,D03,observed,ExportHub public pages expose category/search/product-or-supplier discovery cues; depth varies and no authenticated action was executed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,rfq,D28,observed,ExportHub exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/faqs.html,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,verification,D51,observed,ExportHub publishes supplier verification or premium trust programs; scope is platform-specific and not generalized.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,storefront,D22,observed,ExportHub documents supplier membership/profile/catalog or lead tools on public pages; dashboard execution was not accessed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,messaging,D30,observed,ExportHub exposes buying leads/RFQ and supplier quotation/contact paths; premium gating is visible where stated.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/faqs.html,2026-08-24,high,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,sample,D32,observed-not-found,No sufficient public guest evidence was found for this ExportHub dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,online-order,D34,observed-not-found,No sufficient public guest evidence was found for this ExportHub dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,payment,D37,observed-not-found,No sufficient public guest evidence was found for this ExportHub dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,protection,D38,observed-not-found,No sufficient public guest evidence was found for this ExportHub dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,logistics,D42,observed-not-found,No sufficient public guest evidence was found for this ExportHub dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,inspection,D46,observed-not-found,No sufficient public guest evidence was found for this ExportHub dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,dispute,D50,observed-not-found,No sufficient public guest evidence was found for this ExportHub dimension.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,"The capability requires authentication, transaction evidence, policy detail, or a page not observed in this scope.",0,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,localization,D61,observed,Public ExportHub evidence supports this directory/lead/policy capability at a high level; transaction execution was not observed.,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
exporthub,ExportHub,monetization,D69,observed,"ExportHub uses premium membership, advertising or promoted visibility as public supplier-side commercial features.",https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007.md,https://github.com/amirreza-torbat/market/blob/arena/01a02d71-market/docs/units/RND/outbox/RND-007/dimensions.csv,https://www.exporthub.com/,2026-08-24,medium,Authenticated and transaction edge cases not executed,1,"evidence coverage only; not quality, market rank, or capability performance"
